time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
1016	2.159000e+00	-8.476369e+01	-3.632072e-01	0	0
2969	2.159000e+00	-8.552108e+01	-3.635869e-01	0	0
4922	2.159000e+00	-9.007503e+01	-3.618988e-01	0	0
6875	2.159000e+00	-8.687595e+01	-3.679272e-01	0	0
8828	2.159000e+00	-8.743598e+01	-3.451564e-01	0	0
10781	2.159000e+00	-7.552961e+01	-4.298670e-01	0	0
12734	2.159000e+00	-7.466925e+01	-1.134457e-01	0	0
14688	2.159000e+00	-9.017784e+01	-1.584977e+00	0	0
16641	2.159000e+00	-9.087680e+01	-1.417771e+00	0	0
18594	2.159000e+00	-8.161628e+01	-1.145005e-01	0	0
20547	2.159000e+00	-7.473096e+01	-4.911422e-01	0	0
22500	2.159000e+00	-6.604593e+01	-9.725961e-02	0	0
24453	2.159000e+00	-5.745891e+01	-1.295822e+00	0	0
26406	2.159000e+00	-6.111758e+01	4.190035e+00	0	0
28359	2.159000e+00	-6.108228e+01	3.618423e+00	0	0
30313	2.159000e+00	-6.103465e+01	-1.452483e+00	0	0
32266	2.159000e+00	-5.459232e+01	7.290426e-01	0	0
34219	2.159000e+00	-4.142684e+01	-4.642078e+00	0	0
36172	2.159000e+00	-5.025863e+01	-3.955829e+00	0	0
38125	2.159000e+00	-6.462112e+01	4.259556e-01	0	0
40078	2.159000e+00	-7.627684e+01	-5.733187e-01	0	0
42031	2.159000e+00	-8.436101e+01	-3.054963e-01	0	0
43984	2.159000e+00	-8.293430e+01	-3.771826e-01	0	0
45938	2.159000e+00	-7.332942e+01	-3.579032e-01	0	0
47891	2.159000e+00	-4.935921e+01	-3.629911e-01	0	0
49844	2.159000e+00	-1.853937e+01	-3.615529e-01	0	0
51797	2.159000e+00	-5.422627e+00	-3.618633e-01	0	0
53750	2.159000e+00	-5.827937e+00	-3.617051e-01	0	0
55703	2.159000e+00	-9.822240e+00	-3.616723e-01	0	0
57656	2.159000e+00	-1.761337e+01	-3.616059e-01	0	0
59609	2.159000e+00	-1.803920e+01	-3.615484e-01	0	0
61563	2.159000e+00	-2.017583e+01	-3.614883e-01	0	0
63516	2.159000e+00	-2.288683e+01	-3.614289e-01	0	0
65469	2.159000e+00	-1.139745e+01	-3.613692e-01	0	0
67422	2.159000e+00	3.053920e+00	-3.613096e-01	0	0
69375	2.159000e+00	1.251548e+01	-3.612498e-01	0	0
71328	2.159000e+00	2.752383e+01	-3.611901e-01	0	0
73281	2.159000e+00	2.197485e+01	-3.611296e-01	0	0
75234	2.158463e+00	1.843907e+01	-3.610716e-01	0	0
77188	2.158538e+00	7.064005e+00	-3.610042e-01	0	0
79141	2.158462e+00	-1.085740e+01	-3.609713e-01	0	0
81094	2.158538e+00	1.175934e+00	-3.608097e-01	0	0
83047	2.158462e+00	-5.805349e-01	-3.611282e-01	0	0
85000	2.158000e+00	-3.053328e+00	-3.596544e-01	0	0
86953	2.158000e+00	2.494130e-01	-3.648692e-01	0	0
88906	2.158000e+00	8.069420e+00	-3.451210e-01	0	0
90859	2.158000e+00	2.681713e+01	-4.185372e-01	0	0
92813	2.158000e+00	2.861799e+01	-1.441655e-01	0	0
