time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
391	2.191000e+00	-1.249458e+02	2.149954e+01	0	0
2344	2.191000e+00	-1.386022e+02	6.185596e+01	0	0
4297	2.191000e+00	-1.280557e+02	7.818769e+00	0	0
6250	2.191000e+00	-1.148438e+02	5.765921e-01	0	0
8203	2.191000e+00	-1.200548e+02	-1.385823e+01	0	0
10156	2.191000e+00	-1.244487e+02	-6.489208e+01	0	0
12109	2.191000e+00	-1.167775e+02	-1.066955e+01	0	0
14063	2.191000e+00	-1.331050e+02	-1.722140e-02	0	0
16016	2.191000e+00	-1.351946e+02	7.772475e-01	0	0
17969	2.191000e+00	-1.394108e+02	-3.092013e+00	0	0
19922	2.191000e+00	-1.507267e+02	1.209462e+01	0	0
21875	2.191000e+00	-1.462818e+02	5.943990e+01	0	0
23828	2.191000e+00	-1.362608e+02	4.358919e+00	0	0
25781	2.191000e+00	-1.294625e+02	3.428899e+00	0	0
27734	2.191000e+00	-1.277939e+02	-8.257128e+00	0	0
29688	2.191000e+00	-1.260543e+02	-6.720897e+01	0	0
31641	2.191000e+00	-1.339592e+02	-4.817449e+01	0	0
33594	2.191000e+00	-1.377413e+02	6.836584e-01	0	0
35547	2.191000e+00	-1.375165e+02	-4.301004e-02	0	0
37500	2.190798e+00	-1.396975e+02	-2.618693e+00	0	0
39453	2.190000e+00	-1.456223e+02	1.105078e+01	0	0
41406	2.190202e+00	-1.309439e+02	6.856369e+01	0	0
43359	2.190798e+00	-1.192851e+02	3.323033e+01	0	0
45313	2.190000e+00	-1.150569e+02	-2.298640e+00	0	0
47266	2.190000e+00	-1.134861e+02	-1.925767e+00	0	0
49219	2.190000e+00	-1.192261e+02	-4.010650e+01	0	0
51172	2.190000e+00	-1.219286e+02	-6.631577e+01	0	0
53125	2.190000e+00	-1.188442e+02	-1.763104e+01	0	0
55078	2.190000e+00	-1.204232e+02	1.284452e+00	0	0
57031	2.190000e+00	-1.233159e+02	-9.556483e-01	0	0
58984	2.190000e+00	-1.457949e+02	2.805696e+00	0	0
60938	2.190000e+00	-1.282164e+02	4.509953e+01	0	0
62891	2.190000e+00	-1.322673e+02	6.514953e+01	0	0
64844	2.190000e+00	-1.272281e+02	-8.136451e+00	0	0
66797	2.190000e+00	-1.099999e+02	5.043508e+00	0	0
68750	2.190000e+00	-1.141139e+02	-1.523715e+01	0	0
70703	2.190000e+00	-1.184121e+02	-7.660302e+01	0	0
72656	2.190000e+00	-1.237813e+02	-3.047420e+01	0	0
74609	2.190000e+00	-1.124303e+02	2.228478e+00	0	0
76563	2.190000e+00	-1.218850e+02	3.018720e-01	0	0
78516	2.190000e+00	-1.208965e+02	-3.439176e+00	0	0
80469	2.190000e+00	-1.198188e+02	1.402208e+01	0	0
82422	2.190000e+00	-1.147902e+02	6.148185e+01	0	0
84375	2.190000e+00	-1.102883e+02	-8.151004e+00	0	0
86328	2.190000e+00	-9.374365e+01	4.754009e+00	0	0
88281	2.190000e+00	-1.036852e+02	-1.138593e+01	0	0
90234	2.190000e+00	-1.129699e+02	-6.436298e+01	0	0
92188	2.190000e+00	-1.157427e+02	-2.883071e+01	0	0
94141	2.190000e+00	-1.159716e+02	2.290136e+00	0	0
96094	2.190000e+00	-1.202913e+02	1.290697e-01	0	0
98047	2.190000e+00	-1.165050e+02	-2.807252e+00	0	0
100000	2.190000e+00	-1.173733e+02	1.158482e+01	0	0
101953	2.190000e+00	-1.036224e+02	5.373879e+01	0	0
103906	2.190000e+00	-9.399249e+01	-7.433458e-01	0	0
105859	2.189795e+00	-1.014334e+02	3.564999e+00	0	0
107813	2.189000e+00	-9.392755e+01	-1.060382e+01	0	0
109766	2.189000e+00	-9.083672e+01	-5.827466e+01	0	0
111719	2.189000e+00	-1.032786e+02	-2.795631e+01	0	0
113672	2.189000e+00	-9.977165e+01	-1.040250e+01	0	0
115625	2.189000e+00	-1.125249e+02	1.489346e+00	0	0
117578	2.189000e+00	-1.032641e+02	-2.346657e+00	0	0
119531	2.189000e+00	-1.055847e+02	8.343913e+00	0	0
121484	2.189000e+00	-1.112889e+02	6.259385e+01	0	0
123438	2.189000e+00	-9.622146e+01	4.815166e+01	0	0
125391	2.189000e+00	-1.118717e+02	-3.458341e+00	0	0
127344	2.189000e+00	-1.118017e+02	-4.895009e+00	0	0
129297	2.189000e+00	-1.071499e+02	-4.977918e+01	0	0
131250	2.189000e+00	-1.046717e+02	-6.387625e+01	0	0
133203	2.189000e+00	-1.145656e+02	-3.916422e+01	0	0
135156	2.189000e+00	-1.263134e+02	4.877908e+00	0	0
137109	2.189000e+00	-1.310508e+02	-1.244680e+00	0	0
139063	2.189000e+00	-1.320819e+02	4.469618e+00	0	0
141016	2.189000e+00	-1.346356e+02	4.687065e+01	0	0
142969	2.189000e+00	-1.222142e+02	6.327991e+01	0	0
144922	2.189000e+00	-1.234700e+02	-8.183273e+00	0	0
146875	2.189000e+00	-1.125066e+02	5.793604e+00	0	0
148828	2.189000e+00	-1.224772e+02	-1.617755e+01	0	0
150781	2.189000e+00	-1.321444e+02	-7.340260e+01	0	0
152734	2.189000e+00	-1.374088e+02	-1.007143e+01	0	0
154688	2.189000e+00	-1.385201e+02	-8.027270e+00	0	0
156641	2.189000e+00	-1.322646e+02	-7.185834e+00	0	0
158594	2.189000e+00	-1.389602e+02	-4.574015e+00	0	0
160547	2.188793e+00	-1.371266e+02	3.252444e+01	0	0
162500	2.188207e+00	-1.290358e+02	6.015283e+01	0	0
164453	2.189000e+00	-1.278956e+02	-7.934073e+00	0	0
166406	2.188793e+00	-1.151579e+02	5.095693e+00	0	0
168359	2.188207e+00	-1.214023e+02	-1.315813e+01	0	0
170313	2.189000e+00	-1.252767e+02	-6.879447e+01	0	0
172266	2.188792e+00	-1.317357e+02	-2.220824e+01	0	0
174219	2.188000e+00	-1.529826e+02	5.089817e+00	0	0
176172	2.188000e+00	-1.531705e+02	5.097527e+00	0	0
178125	2.188000e+00	-1.579403e+02	1.474976e+00	0	0
180078	2.188000e+00	-1.597330e+02	1.945149e+01	0	0
182031	2.188000e+00	-1.592225e+02	6.612827e+01	0	0
183984	2.188000e+00	-1.442481e+02	-6.783388e+00	0	0
185938	2.188000e+00	-1.443004e+02	4.888718e+00	0	0
187891	2.188000e+00	-1.383316e+02	-1.170581e+01	0	0
189844	2.188000e+00	-1.443684e+02	-7.288917e+01	0	0
191797	2.188000e+00	-1.530625e+02	-4.524487e+01	0	0
193750	2.188000e+00	-1.516362e+02	-2.628921e+00	0	0
195703	2.188000e+00	-1.465142e+02	1.720402e+00	0	0
197656	2.188000e+00	-1.468152e+02	-3.507318e+00	0	0
199609	2.188000e+00	-1.390912e+02	1.005136e+01	0	0
201563	2.188000e+00	-1.326491e+02	7.038176e+01	0	0
203516	2.188000e+00	-1.454123e+02	3.607937e+01	0	0
205469	2.188000e+00	-1.427581e+02	-1.022222e+00	0	0
207422	2.188000e+00	-1.318959e+02	-8.794439e+00	0	0
209375	2.188000e+00	-1.315605e+02	-6.788001e+01	0	0
211328	2.188000e+00	-1.632455e+02	-6.386441e+01	0	0
213281	2.188000e+00	-1.486716e+02	-2.663925e+01	0	0
215234	2.188000e+00	-1.504752e+02	3.390445e+00	0	0
217188	2.188000e+00	-1.656500e+02	-2.798564e-01	0	0
219141	2.188000e+00	-1.575209e+02	4.879074e+00	0	0
221094	2.188000e+00	-1.549933e+02	4.944298e+01	0	0
223047	2.188000e+00	-1.583875e+02	6.292095e+01	0	0
225000	2.188000e+00	-1.569805e+02	-8.096031e+00	0	0
226953	2.188000e+00	-1.397683e+02	5.382066e+00	0	0
228906	2.188000e+00	-1.390055e+02	-1.425344e+01	0	0
230859	2.188000e+00	-1.427169e+02	-7.557193e+01	0	0
232813	2.188000e+00	-1.436618e+02	-2.907042e+01	0	0
234766	2.187790e+00	-1.452730e+02	1.298733e+00	0	0
236719	2.187210e+00	-1.450529e+02	4.398529e-01	0	0
238672	2.187790e+00	-1.416359e+02	-3.643450e+00	0	0
240625	2.187000e+00	-1.343186e+02	1.459986e+01	0	0
242578	2.187000e+00	-1.102768e+02	6.153649e+01	0	0
