time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
1797	2.536000e+00	3.989387e+01	-5.089825e+00	0	0
3750	2.536000e+00	1.342039e+01	3.471867e+00	0	0
5703	2.536000e+00	-9.775346e+00	-8.932819e+00	0	0
7656	2.536000e+00	-3.513874e+01	1.766234e+02	0	0
9609	2.536000e+00	-4.679842e+01	1.266474e+02	0	0
11562	2.536000e+00	-7.368087e+01	2.115070e+00	0	0
13516	2.536000e+00	-7.496192e+01	6.806357e+00	0	0
15469	2.536000e+00	-9.540457e+01	-1.775779e+02	0	0
17422	2.536919e+00	-1.160665e+02	-1.573316e+02	0	0
19375	2.537000e+00	-1.410830e+02	-1.136116e+02	0	0
21328	2.537000e+00	-1.451568e+02	-7.902627e+00	0	0
23281	2.537000e+00	-1.558489e+02	2.236635e+00	0	0
25234	2.537000e+00	-1.516476e+02	-9.753377e+00	0	0
27187	2.537000e+00	-1.552195e+02	1.739974e+02	0	0
29141	2.537000e+00	-1.475153e+02	1.886406e+02	0	0
31094	2.537000e+00	-1.633425e+02	7.105049e+00	0	0
33047	2.537000e+00	-1.567921e+02	-6.849004e-01	0	0
35000	2.537000e+00	-1.592583e+02	-9.051617e+01	0	0
36953	2.537919e+00	-2.007699e+02	-1.884244e+02	0	0
38906	2.538000e+00	-1.929092e+02	-1.357058e+02	0	0
40859	2.538000e+00	-1.927940e+02	-7.589533e+00	0	0
42812	2.538000e+00	-2.144115e+02	9.007474e-01	0	0
44766	2.538000e+00	-2.052040e+02	-4.723631e+00	0	0
46719	2.538000e+00	-1.989127e+02	8.807144e+01	0	0
48672	2.538000e+00	-1.949977e+02	1.912918e+02	0	0
50625	2.538000e+00	-1.958314e+02	2.340319e+01	0	0
52578	2.538000e+00	-2.004534e+02	-1.239246e+00	0	0
54531	2.538000e+00	-2.007113e+02	-7.447353e+01	0	0
56484	2.538000e+00	-2.031778e+02	-1.846782e+02	0	0
58437	2.538920e+00	-2.081995e+02	-1.252308e+02	0	0
60391	2.539000e+00	-2.107929e+02	-1.922566e+01	0	0
62344	2.539000e+00	-2.013651e+02	-3.875826e-01	0	0
64297	2.539000e+00	-2.077325e+02	-3.911200e+00	0	0
66250	2.539000e+00	-2.077326e+02	7.233878e+01	0	0
68203	2.539000e+00	-2.226315e+02	1.767796e+02	0	0
70156	2.539000e+00	-2.123387e+02	9.118240e+01	0	0
72109	2.539000e+00	-1.985614e+02	1.322160e+00	0	0
74062	2.539000e+00	-1.787098e+02	-3.032459e+01	0	0
76016	2.539921e+00	-2.006646e+02	-1.734037e+02	0	0
77969	2.539079e+00	-2.171541e+02	-1.414487e+02	0	0
79922	2.539921e+00	-2.083705e+02	-8.089233e+01	0	0
81875	2.540000e+00	-2.172545e+02	-5.627652e+00	0	0
83828	2.540000e+00	-2.249151e+02	1.622099e+00	0	0
85781	2.540000e+00	-2.250903e+02	-9.581005e+00	0	0
87734	2.540000e+00	-2.101797e+02	1.685766e+02	0	0
89687	2.540921e+00	-2.087071e+02	1.425994e+02	0	0
91641	2.540078e+00	-2.303799e+02	2.391544e+00	0	0
93594	2.540000e+00	-2.672678e+02	4.967476e+00	0	0
95547	2.540922e+00	-2.826645e+02	-1.723357e+02	0	0
97500	2.541000e+00	-2.691535e+02	-1.577123e+02	0	0
99453	2.541000e+00	-2.623768e+02	-9.735636e+01	0	0
101406	2.541000e+00	-1.934577e+02	-6.428858e+00	0	0
103359	2.541000e+00	-1.478617e+02	1.705266e+00	0	0
105312	2.541000e+00	-7.280678e+01	-9.129355e+00	0	0
107266	2.541923e+00	1.589742e+01	1.677579e+02	0	0
109219	2.542000e+00	1.730511e+02	1.778165e+02	0	0
111172	2.542000e+00	3.727007e+02	6.098342e+00	0	0
113125	2.542000e+00	6.595111e+02	-3.593688e-01	0	0
115078	2.542000e+00	8.834298e+02	-9.314364e+01	0	0
117031	2.542000e+00	1.120245e+03	-1.806498e+02	0	0
118984	2.542000e+00	1.392922e+03	-1.242719e+02	0	0
120937	2.542000e+00	1.619271e+03	-6.850648e+00	0	0
122891	2.542923e+00	1.760590e+03	9.675915e-01	0	0
124844	2.543000e+00	1.703424e+03	-5.815464e+00	0	0
126797	2.543000e+00	1.564391e+03	1.095641e+02	0	0
128750	2.543000e+00	1.255106e+03	1.843607e+02	0	0
130703	2.543000e+00	9.506390e+02	2.099577e+01	0	0
132656	2.543000e+00	7.412927e+02	-1.521636e+00	0	0
134609	2.543923e+00	5.784703e+02	-6.598262e+01	0	0
136562	2.544000e+00	3.398212e+02	-1.804347e+02	0	0
138516	2.544000e+00	-4.984948e+00	-1.166655e+02	0	0
140469	2.544000e+00	-2.926228e+02	-3.139388e+01	0	0
142422	2.544000e+00	-3.722815e+02	-1.606933e+00	0	0
144375	2.544000e+00	-3.856583e+02	-2.966172e+00	0	0
146328	2.544924e+00	-3.467470e+02	6.457696e+01	0	0
148281	2.545000e+00	-3.088852e+02	1.842152e+02	0	0
150234	2.545000e+00	-2.661242e+02	8.551476e+01	0	0
152187	2.545000e+00	-2.064948e+02	5.367781e-01	0	0
154141	2.545000e+00	-1.692435e+02	-3.167197e+01	0	0
156094	2.545000e+00	-1.465993e+02	-1.849826e+02	0	0
158047	2.545000e+00	-1.249031e+02	-1.452212e+02	0	0
160000	2.545925e+00	-9.590713e+01	-9.323512e+01	0	0
161953	2.546000e+00	-1.161170e+02	-5.272044e+00	0	0
163906	2.546000e+00	-1.426994e+02	3.429876e+00	0	0
165859	2.546000e+00	-1.401293e+02	-8.340901e+00	0	0
167812	2.546000e+00	-1.197964e+02	1.812974e+02	0	0
169766	2.546000e+00	-1.201211e+02	1.320854e+02	0	0
171719	2.546000e+00	-1.202959e+02	1.938683e+00	0	0
173672	2.546925e+00	-1.118423e+02	5.785967e+00	0	0
175625	2.547000e+00	-1.350651e+02	-1.799670e+02	0	0
177578	2.547000e+00	-1.229937e+02	-1.572186e+02	0	0
179531	2.547000e+00	-1.300153e+02	-1.069922e+02	0	0
181484	2.547925e+00	-1.443364e+02	-6.868832e+00	0	0
183437	2.547075e+00	-1.360807e+02	3.352403e-01	0	0
185391	2.547926e+00	-1.439377e+02	-1.116226e+01	0	0
187344	2.548000e+00	-1.268896e+02	1.689901e+02	0	0
189297	2.548000e+00	-1.287869e+02	1.788770e+02	0	0
191250	2.548000e+00	-1.147239e+02	5.331742e+00	0	0
193203	2.548000e+00	-1.072722e+02	1.254301e+00	0	0
195156	2.548926e+00	-1.173084e+02	-1.248233e+02	0	0
197109	2.549000e+00	-1.154011e+02	-1.849691e+02	0	0
199062	2.549000e+00	-1.091266e+02	-1.378858e+02	0	0
201016	2.549000e+00	-1.143317e+02	-5.050279e+00	0	0
202969	2.549000e+00	-1.245416e+02	4.037175e+00	0	0
204922	2.549000e+00	-1.175254e+02	-3.232712e+00	0	0
206875	2.549927e+00	-1.290961e+02	1.079465e+02	0	0
208828	2.550000e+00	-1.154986e+02	1.911942e+02	0	0
210781	2.550000e+00	-8.923740e+01	1.239940e+01	0	0
212734	2.550000e+00	-8.889194e+01	-2.334304e+00	0	0
214687	2.550000e+00	-8.788411e+01	-6.541191e+01	0	0
216641	2.550927e+00	-8.531834e+01	-1.869178e+02	0	0
218594	2.551000e+00	-8.777142e+01	-1.099966e+02	0	0
220547	2.551000e+00	-8.208111e+01	-1.774760e+01	0	0
222500	2.551000e+00	-7.369462e+01	-4.527627e+00	0	0
224453	2.551000e+00	-1.009822e+02	-7.701801e+00	0	0
226406	2.551928e+00	-1.012809e+02	7.108995e+01	0	0
228359	2.552000e+00	-8.134865e+01	1.785795e+02	0	0
230312	2.552000e+00	-6.547362e+01	8.718436e+01	0	0
232266	2.552000e+00	-6.589956e+01	-3.153380e+00	0	0
234219	2.552000e+00	-8.029975e+01	-3.295413e+01	0	0
236172	2.552000e+00	-7.632625e+01	-1.830453e+02	0	0
238125	2.552928e+00	-7.796405e+01	-1.455155e+02	0	0
240078	2.553000e+00	-7.420133e+01	-6.410797e+01	0	0
242031	2.553000e+00	-6.321979e+01	-5.069480e+00	0	0
243984	2.553000e+00	-5.296003e+01	5.874561e-01	0	0
245937	2.553928e+00	-4.780600e+01	1.714361e-01	0	0
247891	2.554000e+00	-4.048987e+01	1.768589e+02	0	0
249844	2.554000e+00	-3.522629e+01	1.304097e+02	0	0
251797	2.554000e+00	-4.425869e+01	1.232967e+00	0	0
253750	2.554000e+00	-3.189177e+01	2.134180e+00	0	0
255703	2.554929e+00	-5.270133e+01	-1.790273e+02	0	0
257656	2.555000e+00	-3.851481e+01	-1.597812e+02	0	0
259609	2.555000e+00	-4.193247e+01	-1.012678e+02	0	0
261562	2.555000e+00	-2.822462e+01	-3.776541e+00	0	0
263516	2.555000e+00	-2.148782e+01	4.995065e+00	0	0
265469	2.555930e+00	-3.202542e+01	-4.932922e+00	0	0
267422	2.556000e+00	-4.639150e+00	1.788122e+02	0	0
269375	2.556000e+00	-6.686350e-01	1.668259e+02	0	0
271328	2.556000e+00	1.861279e-01	8.220435e+00	0	0
273281	2.556000e+00	-6.084181e+00	5.706570e+00	0	0
275234	2.556930e+00	4.122554e+00	-1.259686e+02	0	0
277187	2.557000e+00	-4.170876e+00	-1.850335e+02	0	0
279141	2.557000e+00	3.342039e+00	-1.444752e+02	0	0
281094	2.557000e+00	2.528506e+00	-7.165664e+00	0	0
283047	2.557930e+00	-3.584134e+00	3.450450e+00	0	0
285000	2.558000e+00	-3.629749e-01	-5.233607e+00	0	0
286953	2.558000e+00	6.944833e+00	1.130258e+02	0	0
288906	2.558000e+00	2.069017e+01	1.956847e+02	0	0
290859	2.558000e+00	4.000239e+01	7.952023e+00	0	0
292812	2.558000e+00	5.072512e+01	-2.909004e+00	0	0
294766	2.558931e+00	7.052704e+01	-7.008881e+01	0	0
296719	2.559000e+00	6.425438e+01	-1.989234e+02	0	0
298672	2.559000e+00	5.482554e+01	-9.987085e+01	0	0
300625	2.559000e+00	5.898176e+01	-1.615094e+01	0	0
