time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
1328	2.230000e+00	-1.519213e+02	-9.731052e+01	0	0
3281	2.230000e+00	-1.581260e+02	-7.024290e+01	0	0
5234	2.230000e+00	-1.681361e+02	-9.828848e+00	0	0
7188	2.230000e+00	-1.791207e+02	-8.900336e+00	0	0
9141	2.230000e+00	-1.863469e+02	-7.469035e+00	0	0
11094	2.230000e+00	-1.769493e+02	2.885423e+00	0	0
13047	2.230000e+00	-1.647407e+02	8.759427e+01	0	0
15000	2.230000e+00	-1.457756e+02	5.791354e+01	0	0
16953	2.230000e+00	-1.049496e+02	-4.081238e+00	0	0
18906	2.230000e+00	-6.181498e+01	1.000845e+01	0	0
20859	2.229321e+00	-4.366512e+01	-7.188452e+01	0	0
22813	2.229000e+00	-4.505556e+01	-8.436860e+01	0	0
24766	2.229000e+00	-2.967318e+01	-4.366877e+01	0	0
26719	2.229679e+00	-2.113278e+01	-7.524355e+00	0	0
28672	2.229321e+00	-2.129681e+01	8.351703e+00	0	0
30625	2.229000e+00	-2.704351e+01	-9.436601e+00	0	0
32578	2.229000e+00	-2.915276e+00	7.312450e+01	0	0
34531	2.229679e+00	1.444085e+01	7.853399e+01	0	0
36484	2.229321e+00	1.048933e+01	6.714556e+00	0	0
38438	2.229000e+00	2.970956e+01	7.203046e+00	0	0
40391	2.229000e+00	4.690847e+01	-7.021482e+01	0	0
42344	2.229000e+00	5.922817e+01	-9.142098e+01	0	0
44297	2.229000e+00	5.173802e+01	-5.150740e+01	0	0
46250	2.229000e+00	4.710991e+01	-1.157718e+01	0	0
48203	2.229000e+00	6.328377e+01	4.503057e+00	0	0
50156	2.229000e+00	5.501690e+01	-1.085724e+01	0	0
52109	2.229000e+00	6.873942e+01	6.545387e+01	0	0
54063	2.229000e+00	8.317785e+01	1.067795e+02	0	0
56016	2.229000e+00	1.119383e+02	2.164306e+01	0	0
57969	2.229000e+00	1.391810e+02	-1.339934e+00	0	0
59922	2.229000e+00	1.325846e+02	-3.768127e+01	0	0
61875	2.229000e+00	1.168578e+02	-9.355545e+01	0	0
63828	2.229000e+00	1.069570e+02	-9.493769e+01	0	0
65781	2.229000e+00	1.118983e+02	-2.064536e+01	0	0
67734	2.229000e+00	1.034660e+02	6.898873e+00	0	0
69688	2.229000e+00	8.414680e+01	-4.560825e+00	0	0
71641	2.229000e+00	7.899154e+01	2.831350e+01	0	0
73594	2.229000e+00	7.454497e+01	1.040458e+02	0	0
75547	2.229000e+00	6.966254e+01	3.277939e+01	0	0
77500	2.229000e+00	6.857968e+01	-1.346452e+01	0	0
79453	2.229000e+00	4.244914e+01	1.141221e+01	0	0
81406	2.229000e+00	5.522830e+00	-8.768689e+01	0	0
83359	2.229000e+00	-2.045975e+01	-8.099546e+01	0	0
85313	2.229000e+00	-4.126065e+01	-1.186339e+01	0	0
87266	2.229000e+00	-7.485733e+01	-1.462153e+00	0	0
89219	2.229000e+00	-8.238459e+01	2.275367e-01	0	0
91172	2.229000e+00	-1.108161e+02	-2.721362e+00	0	0
93125	2.229000e+00	-1.269978e+02	8.629605e+01	0	0
95078	2.229000e+00	-1.372398e+02	4.623123e+01	0	0
97031	2.229000e+00	-1.386798e+02	-6.141062e+00	0	0
98984	2.228318e+00	-1.517607e+02	1.526708e+01	0	0
100938	2.228683e+00	-1.672406e+02	-6.913681e+01	0	0
102891	2.229000e+00	-1.698586e+02	-9.594820e+01	0	0
104844	2.228317e+00	-1.810318e+02	-5.693461e+01	0	0
106797	2.228000e+00	-1.967852e+02	-1.114731e+01	0	0
108750	2.228000e+00	-2.057162e+02	5.063912e+00	0	0
110703	2.228000e+00	-1.955678e+02	-1.311673e+01	0	0
112656	2.228000e+00	-1.946288e+02	7.281566e+01	0	0
114609	2.228000e+00	-1.939181e+02	8.530305e+01	0	0
116563	2.228000e+00	-1.985841e+02	9.733188e+00	0	0
118516	2.228000e+00	-1.955320e+02	7.914754e+00	0	0
120469	2.228000e+00	-2.082387e+02	-7.000678e+01	0	0
122422	2.228000e+00	-2.183871e+02	-1.022204e+02	0	0
124375	2.228000e+00	-2.099140e+02	-5.218005e+01	0	0
126328	2.228000e+00	-2.152123e+02	-8.472730e+00	0	0
128281	2.228000e+00	-2.349126e+02	3.773526e+00	0	0
130234	2.228000e+00	-2.272289e+02	-1.251497e+01	0	0
132188	2.228000e+00	-2.176644e+02	6.876934e+01	0	0
134141	2.228000e+00	-2.105509e+02	1.082146e+02	0	0
136094	2.228000e+00	-2.131437e+02	2.059241e+01	0	0
138047	2.228000e+00	-2.100465e+02	5.996092e+00	0	0
140000	2.228000e+00	-2.144236e+02	-5.772311e+01	0	0
141953	2.228000e+00	-2.232008e+02	-1.054863e+02	0	0
143906	2.228000e+00	-2.279731e+02	-9.711438e+01	0	0
145859	2.228000e+00	-2.350228e+02	-1.991653e+01	0	0
147813	2.228000e+00	-2.419866e+02	1.104907e+01	0	0
149766	2.228000e+00	-2.460316e+02	1.035969e-01	0	0
151719	2.228000e+00	-2.559368e+02	3.539573e+01	0	0
153672	2.228000e+00	-2.399677e+02	1.138479e+02	0	0
155625	2.228000e+00	-2.287415e+02	3.520220e+01	0	0
157578	2.228000e+00	-2.239192e+02	-1.257528e+01	0	0
159531	2.228000e+00	-2.083145e+02	9.820537e+00	0	0
161484	2.228000e+00	-2.177285e+02	-8.879060e+01	0	0
163438	2.228000e+00	-2.299841e+02	-8.333450e+01	0	0
165391	2.228000e+00	-2.561292e+02	-1.693191e+01	0	0
167344	2.228000e+00	-2.920112e+02	-9.129028e+00	0	0
169297	2.228000e+00	-3.192052e+02	-9.465221e+00	0	0
171250	2.228000e+00	-3.140547e+02	-1.236219e+00	0	0
173203	2.228000e+00	-2.962056e+02	7.910197e+01	0	0
175156	2.228000e+00	-2.364435e+02	5.027339e+01	0	0
177109	2.227315e+00	-1.723537e+02	-6.249971e+00	0	0
179063	2.227000e+00	-7.631450e+01	8.987382e+00	0	0
181016	2.227686e+00	1.165982e+01	-7.178686e+01	0	0
182969	2.228000e+00	1.210010e+02	-7.546438e+01	0	0
184922	2.228000e+00	2.745753e+02	-2.368891e+01	0	0
186875	2.227314e+00	5.502420e+02	-4.998346e+00	0	0
188828	2.227000e+00	8.153050e+02	2.355249e+00	0	0
190781	2.227686e+00	1.065634e+03	-1.220457e+01	0	0
192734	2.227314e+00	1.347609e+03	6.978497e+01	0	0
194688	2.227000e+00	1.584798e+03	7.407852e+01	0	0
196641	2.227000e+00	1.785654e+03	4.350884e+00	0	0
198594	2.227000e+00	1.774817e+03	6.281202e+00	0	0
200547	2.227000e+00	1.661666e+03	-7.181511e+01	0	0
202500	2.227000e+00	1.382187e+03	-8.786675e+01	0	0
204453	2.227000e+00	1.065868e+03	-5.148086e+01	0	0
206406	2.227000e+00	8.254944e+02	-9.784726e+00	0	0
208359	2.227000e+00	6.284269e+02	8.527128e+00	0	0
210313	2.227000e+00	4.473804e+02	-8.862928e+00	0	0
212266	2.227000e+00	1.229757e+02	7.883941e+01	0	0
214219	2.227000e+00	-1.959096e+02	9.886749e+01	0	0
216172	2.227000e+00	-3.328740e+02	1.654065e+01	0	0
218125	2.227000e+00	-3.767597e+02	9.612152e+00	0	0
220078	2.227000e+00	-3.723414e+02	-6.754233e+01	0	0
222031	2.227000e+00	-3.452259e+02	-1.108626e+02	0	0
223984	2.227000e+00	-3.225835e+02	-9.701248e+01	0	0
225938	2.227000e+00	-2.875695e+02	-1.814355e+01	0	0
227891	2.227000e+00	-2.521129e+02	1.171068e+01	0	0
229844	2.227000e+00	-2.136502e+02	-2.622855e+00	0	0
231797	2.227000e+00	-1.898325e+02	3.570603e+01	0	0
233750	2.227000e+00	-1.709119e+02	1.156659e+02	0	0
235703	2.227000e+00	-1.555332e+02	3.518542e+01	0	0
237656	2.227000e+00	-1.396543e+02	-1.337068e+01	0	0
239609	2.227000e+00	-1.461596e+02	1.433729e+01	0	0
241563	2.227000e+00	-1.622304e+02	-9.050170e+01	0	0
243516	2.227000e+00	-1.532287e+02	-9.447699e+01	0	0
245469	2.227000e+00	-1.527116e+02	-1.685911e+01	0	0
247422	2.227000e+00	-1.757729e+02	-3.217176e+00	0	0
249375	2.227000e+00	-1.828529e+02	-3.685157e+00	0	0
251328	2.227000e+00	-1.818764e+02	2.369315e+00	0	0
253281	2.227000e+00	-1.723569e+02	9.389175e+01	0	0
255234	2.227000e+00	-1.616872e+02	4.564270e+01	0	0
257188	2.226311e+00	-1.685926e+02	-9.607120e+00	0	0
259141	2.226000e+00	-1.621482e+02	9.425828e+00	0	0
261094	2.226000e+00	-1.638813e+02	-7.994416e+01	0	0
263047	2.226000e+00	-1.618789e+02	-9.281288e+01	0	0
