time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
234	2.210000e+00	-1.200369e+02	1.446819e+00	0	0
2188	2.210000e+00	-1.263263e+02	3.596888e+00	0	0
4141	2.210000e+00	-1.241772e+02	3.919802e+00	0	0
6094	2.209892e+00	-1.265026e+02	2.321102e+00	0	0
8047	2.209108e+00	-1.179044e+02	5.075352e-01	0	0
10000	2.209892e+00	-1.128987e+02	5.908619e-01	0	0
11953	2.209000e+00	-1.197293e+02	5.586993e-01	0	0
13906	2.209108e+00	-1.239525e+02	4.993787e-01	0	0
15859	2.209892e+00	-1.188973e+02	-7.746547e-01	0	0
17813	2.209000e+00	-1.303766e+02	-2.538530e+00	0	0
19766	2.209000e+00	-1.378337e+02	-2.799260e+00	0	0
21719	2.209000e+00	-1.338276e+02	-1.645576e+00	0	0
23672	2.209000e+00	-1.411315e+02	5.151779e-01	0	0
25625	2.209000e+00	-1.319329e+02	5.302146e-01	0	0
27578	2.209000e+00	-1.140087e+02	5.649098e-01	0	0
29531	2.209000e+00	-9.388880e+01	5.288726e-01	0	0
31484	2.209000e+00	-8.625333e+01	6.408388e-01	0	0
33438	2.209000e+00	-9.093278e+01	2.044581e+00	0	0
35391	2.209000e+00	-8.337027e+01	3.105061e+00	0	0
37344	2.209000e+00	-5.692895e+01	3.628952e+00	0	0
39297	2.209000e+00	-2.186630e+01	3.594197e+00	0	0
41250	2.209000e+00	-9.053278e+00	3.007268e+00	0	0
43203	2.209000e+00	1.851883e+00	1.822945e+00	0	0
45156	2.209000e+00	1.792216e+01	4.872445e-01	0	0
47109	2.209000e+00	3.150203e+01	5.715348e-01	0	0
49063	2.209000e+00	2.040530e+01	5.514743e-01	0	0
51016	2.209000e+00	2.820524e+01	5.477528e-01	0	0
52969	2.209000e+00	3.459029e+01	5.830916e-01	0	0
54922	2.209000e+00	3.648188e+01	4.436914e-01	0	0
56875	2.209000e+00	5.012008e+01	-1.187059e+00	0	0
58828	2.209000e+00	6.358480e+01	-1.902988e+00	0	0
60781	2.209000e+00	6.928252e+01	-1.470242e+00	0	0
62734	2.209000e+00	7.485218e+01	-1.233303e-01	0	0
64688	2.209000e+00	8.425796e+01	5.825805e-01	0	0
66641	2.209000e+00	9.402609e+01	5.457764e-01	0	0
68594	2.209000e+00	9.873213e+01	5.610863e-01	0	0
70547	2.209000e+00	1.019251e+02	5.366203e-01	0	0
72500	2.209000e+00	1.102473e+02	6.205080e-01	0	0
