time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
1719	2.079000e+00	-6.359585e+01	-3.609750e+00	0	0
3672	2.079000e+00	-6.935070e+01	-3.720834e+00	0	0
5625	2.079000e+00	-7.971210e+01	-3.832858e+00	0	0
7578	2.079000e+00	-9.151290e+01	-3.947262e+00	0	0
9531	2.079000e+00	-1.025889e+02	-4.058747e+00	0	0
11484	2.079000e+00	-1.018936e+02	-4.187151e+00	0	0
13438	2.079000e+00	-1.009710e+02	-4.169888e+00	0	0
15391	2.079000e+00	-9.384713e+01	-4.311473e+00	0	0
17344	2.079000e+00	-7.825966e+01	-4.524215e+00	0	0
19297	2.078136e+00	-7.091162e+01	-4.648675e+00	0	0
21250	2.078864e+00	-7.102658e+01	-4.764123e+00	0	0
23203	2.078136e+00	-6.954652e+01	-4.836088e+00	0	0
25156	2.078000e+00	-7.796414e+01	-4.845350e+00	0	0
27109	2.078000e+00	-8.303355e+01	-4.843339e+00	0	0
29063	2.078000e+00	-9.078526e+01	-4.835771e+00	0	0
31016	2.078000e+00	-1.184419e+02	-4.820398e+00	0	0
32969	2.078000e+00	-1.097034e+02	-4.798016e+00	0	0
34922	2.078000e+00	-1.012352e+02	-4.769036e+00	0	0
36875	2.078000e+00	-9.283071e+01	-4.733270e+00	0	0
38828	2.078000e+00	-7.733687e+01	-4.689415e+00	0	0
40781	2.078000e+00	-7.021641e+01	-4.639763e+00	0	0
42734	2.078000e+00	-7.913221e+01	-4.574035e+00	0	0
44688	2.078000e+00	-8.348254e+01	-4.572780e+00	0	0
46641	2.078000e+00	-9.238981e+01	-4.446847e+00	0	0
48594	2.078000e+00	-1.032508e+02	-4.352051e+00	0	0
50547	2.078000e+00	-9.920907e+01	-4.260193e+00	0	0
52500	2.078000e+00	-1.184557e+02	-4.155278e+00	0	0
54453	2.078000e+00	-1.096434e+02	-4.041850e+00	0	0
56406	2.078000e+00	-9.326495e+01	-3.919754e+00	0	0
58359	2.078000e+00	-8.822317e+01	-3.790496e+00	0	0
60313	2.078000e+00	-9.012428e+01	-3.654290e+00	0	0
62266	2.078000e+00	-7.814013e+01	-3.511566e+00	0	0
