time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
469	2.082000e+00	5.752291e+01	9.826283e-01	0	0
2422	2.082000e+00	5.753200e+01	8.074675e-01	0	0
4375	2.082000e+00	7.889372e+01	4.460611e+00	0	0
6328	2.082000e+00	7.841695e+01	1.104078e+01	0	0
8281	2.082000e+00	9.352498e+01	1.402454e+01	0	0
10234	2.082000e+00	1.098673e+02	1.386872e+01	0	0
12188	2.082000e+00	1.165522e+02	1.011542e+01	0	0
14141	2.082000e+00	1.111959e+02	4.061814e+00	0	0
16094	2.082000e+00	1.165846e+02	-3.335404e-02	0	0
18047	2.082000e+00	1.266767e+02	5.763580e-01	0	0
20000	2.082000e+00	1.277914e+02	-1.879873e+00	0	0
21953	2.082000e+00	1.355317e+02	-8.667388e+00	0	0
23906	2.082000e+00	1.502134e+02	-1.290479e+01	0	0
25859	2.082000e+00	1.645507e+02	-1.466583e+01	0	0
27813	2.082000e+00	1.727106e+02	-1.325837e+01	0	0
29766	2.082000e+00	1.778376e+02	-8.858884e+00	0	0
31719	2.082000e+00	1.888079e+02	-2.752153e+00	0	0
33672	2.082000e+00	1.985131e+02	1.707971e-01	0	0
35625	2.082000e+00	2.063132e+02	-3.780458e-01	0	0
37578	2.082000e+00	2.177202e+02	1.373351e+00	0	0
39531	2.082000e+00	2.127044e+02	6.281492e+00	0	0
41484	2.082000e+00	2.198157e+02	8.380848e+00	0	0
43438	2.082000e+00	2.242792e+02	8.026028e+00	0	0
45391	2.082000e+00	2.467121e+02	5.758069e+00	0	0
47344	2.082000e+00	2.677526e+02	2.351495e+00	0	0
49297	2.082000e+00	2.856957e+02	-4.698373e-01	0	0
51250	2.082000e+00	3.026207e+02	-3.403732e-01	0	0
53203	2.082000e+00	3.222455e+02	-3.905936e-01	0	0
55156	2.082000e+00	3.183506e+02	-5.561102e-01	0	0
57109	2.082000e+00	3.331343e+02	-1.426010e+00	0	0
59063	2.082000e+00	3.526386e+02	-3.114522e+00	0	0
61016	2.082000e+00	3.599181e+02	-3.087585e+00	0	0
62969	2.082000e+00	3.655617e+02	-1.811602e+00	0	0
64922	2.082000e+00	3.778077e+02	-7.821437e-01	0	0
66875	2.082000e+00	4.075463e+02	-9.314133e-01	0	0
68828	2.082000e+00	4.293382e+02	-8.717366e-01	0	0
70781	2.082000e+00	4.326208e+02	-1.010654e+00	0	0
72734	2.082000e+00	4.382378e+02	-1.660824e+00	0	0
74688	2.082000e+00	4.545759e+02	-2.238960e+00	0	0
76641	2.082000e+00	4.682850e+02	-2.533601e+00	0	0
78594	2.082000e+00	4.780905e+02	-2.668689e+00	0	0
80547	2.082000e+00	4.929903e+02	-2.715610e+00	0	0
82500	2.082000e+00	5.136169e+02	-2.664131e+00	0	0
84453	2.082000e+00	5.268243e+02	-2.520587e+00	0	0
86406	2.082000e+00	5.295749e+02	-2.285958e+00	0	0
88359	2.082000e+00	5.495418e+02	-1.968327e+00	0	0
90313	2.082000e+00	5.640286e+02	-1.552625e+00	0	0
92266	2.082000e+00	5.702733e+02	-1.130121e+00	0	0
94219	2.082000e+00	5.790009e+02	-9.793556e-01	0	0
96172	2.082000e+00	5.842397e+02	-1.003847e+00	0	0
98125	2.082000e+00	5.939090e+02	-1.007037e+00	0	0
100078	2.082000e+00	5.811434e+02	-1.013996e+00	0	0
102031	2.082000e+00	5.836171e+02	-1.027490e+00	0	0
103984	2.082000e+00	5.829413e+02	-1.009025e+00	0	0
105938	2.082000e+00	5.828582e+02	-8.693520e-01	0	0
107891	2.082000e+00	5.852418e+02	-7.047215e-01	0	0
109844	2.082000e+00	5.675656e+02	-5.610010e-01	0	0
111797	2.082000e+00	5.163051e+02	-4.603319e-01	0	0
113750	2.082000e+00	5.024319e+02	-4.307091e-01	0	0
115703	2.082000e+00	4.732153e+02	-3.100844e-01	0	0
117656	2.082000e+00	4.347570e+02	2.507497e-01	0	0
119609	2.082000e+00	4.099463e+02	1.019826e+00	0	0
121563	2.082000e+00	3.775181e+02	1.714015e+00	0	0
123516	2.082000e+00	3.601220e+02	2.362520e+00	0	0
125469	2.082000e+00	3.231269e+02	2.949082e+00	0	0
127422	2.082000e+00	2.975351e+02	3.466072e+00	0	0
129375	2.081732e+00	2.679286e+02	3.916233e+00	0	0
131328	2.081000e+00	2.353200e+02	4.254034e+00	0	0
133281	2.081268e+00	2.163414e+02	4.898560e+00	0	0
135234	2.082000e+00	1.943353e+02	5.963256e+00	0	0
137188	2.082000e+00	1.653944e+02	6.071250e+00	0	0
139141	2.082000e+00	1.316486e+02	5.531530e+00	0	0
141094	2.082000e+00	1.097284e+02	4.435989e+00	0	0
143047	2.082000e+00	8.899298e+01	3.049462e+00	0	0
145000	2.081731e+00	7.757477e+01	1.185455e+00	0	0
146953	2.081000e+00	6.587557e+01	-1.331694e+00	0	0
148906	2.081269e+00	4.727597e+01	-2.521871e+00	0	0
150859	2.081731e+00	3.753767e+01	-2.436391e+00	0	0
152813	2.081270e+00	1.303069e+01	-2.514483e+00	0	0
154766	2.082000e+00	8.614889e-01	-2.560866e+00	0	0
156719	2.082000e+00	-2.212133e+01	-2.554770e+00	0	0
158672	2.082000e+00	-2.843998e+01	-2.791829e+00	0	0
160625	2.081730e+00	-3.161172e+01	-3.857252e+00	0	0
162578	2.081000e+00	-3.446391e+01	-4.766045e+00	0	0
164531	2.081000e+00	-3.008126e+01	-5.480021e+00	0	0
166484	2.081000e+00	-3.245158e+01	-6.276044e+00	0	0
168438	2.081000e+00	-1.672634e+01	-6.502011e+00	0	0
170391	2.081000e+00	-2.180742e+01	-6.234084e+00	0	0
172344	2.081000e+00	-4.644033e+01	-5.418361e+00	0	0
174297	2.081000e+00	-5.099622e+01	-4.518777e+00	0	0
176250	2.081000e+00	-5.782295e+01	-4.282134e+00	0	0
178203	2.081000e+00	-6.539415e+01	-3.847915e+00	0	0
180156	2.081000e+00	-6.751928e+01	-3.273996e+00	0	0
182109	2.081000e+00	-6.511766e+01	-2.850113e+00	0	0
184063	2.081000e+00	-5.508010e+01	-2.883294e+00	0	0
186016	2.081000e+00	-6.094053e+01	-3.012316e+00	0	0
187969	2.081000e+00	-5.815075e+01	-2.472844e+00	0	0
189922	2.081000e+00	-5.762309e+01	-3.438922e-02	0	0
191875	2.081000e+00	-5.861993e+01	1.224780e+00	0	0
193828	2.081000e+00	-6.775493e+01	1.060430e+00	0	0
195781	2.081000e+00	-7.322974e+01	-5.445241e-01	0	0
197734	2.081000e+00	-7.666084e+01	-2.355847e+00	0	0
