time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
234	2.226000e+00	4.286225e+02	5.458139e+01	0	0
2188	2.226000e+00	4.536784e+02	1.628859e+01	0	0
4141	2.225881e+00	4.691894e+02	-4.694880e-01	0	0
6094	2.225000e+00	4.723678e+02	-7.056913e+00	0	0
8047	2.225119e+00	4.686185e+02	-5.412939e+01	0	0
10000	2.225881e+00	4.649964e+02	-3.525022e+01	0	0
11953	2.225000e+00	4.771321e+02	-2.164095e+01	0	0
13906	2.225000e+00	4.690324e+02	-4.809927e-01	0	0
15859	2.225000e+00	4.613325e+02	-2.882987e+00	0	0
17813	2.225120e+00	4.472316e+02	1.641805e+00	0	0
19766	2.225880e+00	4.292752e+02	4.196553e+01	0	0
21719	2.225000e+00	4.438254e+02	4.035144e+01	0	0
23672	2.225000e+00	4.200328e+02	-5.503711e+00	0	0
25625	2.225000e+00	3.962105e+02	-8.338531e+00	0	0
27578	2.225000e+00	3.766849e+02	-5.683934e+01	0	0
29531	2.225000e+00	3.524740e+02	-4.497167e+01	0	0
31484	2.225000e+00	3.192177e+02	-3.403923e+01	0	0
33438	2.225000e+00	2.706014e+02	-2.714518e+00	0	0
35391	2.225000e+00	2.439579e+02	-6.651585e+00	0	0
37344	2.225000e+00	2.329021e+02	-9.783613e-02	0	0
39297	2.225000e+00	1.887714e+02	5.574371e+01	0	0
41250	2.225000e+00	1.648254e+02	4.901568e+01	0	0
43203	2.225000e+00	1.378874e+02	-8.174218e+00	0	0
45156	2.225000e+00	1.209212e+02	-1.443116e+00	0	0
47109	2.225000e+00	1.020769e+02	-1.064745e+01	0	0
49063	2.225000e+00	7.831926e+01	-6.962407e+01	0	0
51016	2.225000e+00	6.303144e+01	-2.752871e+01	0	0
52969	2.225000e+00	4.445396e+01	-1.932675e+00	0	0
54922	2.225000e+00	2.282578e+01	-2.106953e+00	0	0
56875	2.225000e+00	-1.545284e+00	-3.014814e+00	0	0
58828	2.225000e+00	-9.940552e+00	8.428237e+00	0	0
60781	2.225000e+00	-2.861386e+01	6.740799e+01	0	0
62734	2.225000e+00	-3.959615e+01	-5.914900e+00	0	0
64688	2.225000e+00	-2.648162e+01	2.375192e+00	0	0
66641	2.225000e+00	-3.065043e+01	-8.180499e+00	0	0
68594	2.225000e+00	-4.685800e+01	-6.586527e+01	0	0
70547	2.225000e+00	-6.468080e+01	-1.056960e+01	0	0
72500	2.225000e+00	-6.130258e+01	-4.805244e+00	0	0
74453	2.225000e+00	-8.196986e+01	-4.530728e+00	0	0
76406	2.225000e+00	-8.743641e+01	-5.099431e+00	0	0
78359	2.225000e+00	-9.228245e+01	5.102658e+00	0	0
80313	2.225000e+00	-9.618630e+01	5.381363e+01	0	0
82266	2.225000e+00	-7.827960e+01	8.959837e+00	0	0
84219	2.225000e+00	-7.277201e+01	4.352363e-02	0	0
86172	2.225000e+00	-9.294084e+01	-2.888873e+00	0	0
