time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
1797	2.303000e+00	-4.117025e+00	1.776907e+02	0	0
3750	2.303000e+00	-2.511641e-01	1.618776e+02	0	0
5703	2.303000e+00	-8.678823e+00	1.259965e+01	0	0
7656	2.303000e+00	9.318046e+00	1.164660e+01	0	0
9609	2.303000e+00	-3.126948e+00	-1.397847e+02	0	0
11563	2.303000e+00	1.328633e+01	-1.767711e+02	0	0
13516	2.303000e+00	9.235693e+00	-1.282708e+02	0	0
15469	2.303000e+00	2.576639e-01	-9.392893e+00	0	0
17422	2.303000e+00	-1.589951e+01	9.360044e+00	0	0
19375	2.303000e+00	-2.338443e+01	-1.294465e-01	0	0
21328	2.303000e+00	-1.945980e+01	1.118621e+02	0	0
23281	2.303000e+00	-1.381563e+01	1.955493e+02	0	0
25234	2.303000e+00	-2.225844e+00	1.115401e+01	0	0
27188	2.303000e+00	1.329774e+01	-2.172132e+00	0	0
29141	2.303000e+00	7.487530e+00	-5.001677e+01	0	0
31094	2.303000e+00	3.559311e+00	-1.944813e+02	0	0
33047	2.303000e+00	4.568317e+00	-1.127560e+02	0	0
35000	2.303000e+00	-2.987685e+00	-1.941052e+01	0	0
36953	2.303000e+00	-5.339974e+00	-9.982158e+00	0	0
38906	2.303000e+00	-1.029983e+01	-1.225496e+01	0	0
40859	2.303000e+00	-2.079150e+00	7.960988e+01	0	0
42813	2.303921e+00	2.785947e+00	1.762376e+02	0	0
44766	2.304000e+00	1.056194e+01	6.757000e+01	0	0
46719	2.304000e+00	7.757727e+00	-5.134112e+00	0	0
48672	2.304000e+00	1.814048e+01	-3.916653e+01	0	0
50625	2.304000e+00	8.529558e+00	-1.733958e+02	0	0
52578	2.304000e+00	6.321870e+00	-1.255526e+02	0	0
54531	2.304000e+00	3.335422e+00	-6.658613e+01	0	0
56484	2.304000e+00	-5.305948e+00	-3.374729e+00	0	0
58438	2.304000e+00	-3.068639e+00	2.507786e+00	0	0
60391	2.304000e+00	-9.477414e-01	1.490332e+01	0	0
62344	2.304000e+00	-4.355390e+00	1.659981e+02	0	0
64297	2.304000e+00	7.482898e+00	1.116367e+02	0	0
66250	2.304000e+00	1.381395e+01	5.261200e+00	0	0
68203	2.304000e+00	2.071531e+01	-1.484948e+01	0	0
70156	2.304000e+00	1.078339e+01	-1.609592e+02	0	0
72109	2.304000e+00	1.422157e+01	-1.473644e+02	0	0
74063	2.304000e+00	8.965962e+00	-9.285540e+01	0	0
76016	2.304000e+00	-8.126205e-01	-3.863085e+00	0	0
77969	2.304000e+00	-1.338096e+01	5.792567e+00	0	0
79922	2.304000e+00	-1.790601e+01	-4.953858e+00	0	0
81875	2.304922e+00	-1.114565e+01	1.606906e+02	0	0
83828	2.304078e+00	6.269671e-01	1.622012e+02	0	0
85781	2.304000e+00	5.136196e+00	9.678277e+00	0	0
87734	2.304000e+00	1.392308e+01	1.240537e+01	0	0
89688	2.304000e+00	1.695080e+01	-1.448736e+02	0	0
91641	2.304922e+00	-2.221949e+00	-1.718408e+02	0	0
93594	2.305000e+00	-4.320531e+00	-1.306697e+02	0	0
95547	2.305000e+00	-9.531586e+00	1.283925e+00	0	0
97500	2.305000e+00	-6.056917e+00	1.114880e+01	0	0
99453	2.305000e+00	-1.502605e+01	1.714514e+00	0	0
101406	2.305000e+00	-1.144401e+01	1.316295e+02	0	0
103359	2.305000e+00	1.883412e+00	1.942964e+02	0	0
105313	2.305000e+00	6.688178e-01	1.459600e+01	0	0
107266	2.305000e+00	9.843867e-02	-4.193576e+00	0	0
109219	2.305000e+00	-6.425263e+00	-4.804945e+01	0	0
111172	2.305000e+00	-1.556392e+01	-1.924076e+02	0	0
113125	2.305000e+00	-5.742411e+00	-1.317209e+02	0	0
115078	2.305000e+00	-2.919524e+00	-2.204517e+01	0	0
117031	2.305000e+00	-7.675201e+00	-1.511595e+01	0	0
118984	2.305000e+00	-1.669890e+01	-1.843567e+01	0	0
120938	2.305000e+00	-1.596524e+01	8.828715e+01	0	0
122891	2.305000e+00	-1.352210e+01	1.707801e+02	0	0
124844	2.305000e+00	-4.952200e+00	5.062442e+01	0	0
126797	2.305000e+00	-1.274086e+01	-4.180566e+00	0	0
128750	2.305000e+00	-2.077011e+01	-3.682602e+01	0	0
130703	2.305000e+00	-3.684053e+01	-1.655290e+02	0	0
132656	2.305000e+00	-2.898765e+01	-1.264602e+02	0	0
134609	2.305000e+00	-2.482038e+01	-7.753641e+01	0	0
136563	2.305000e+00	-3.889743e+01	1.102831e+00	0	0
138516	2.305000e+00	-3.294170e+01	4.751198e+00	0	0
140469	2.305000e+00	-4.396910e+01	2.407385e+01	0	0
142422	2.305000e+00	-4.298063e+01	1.684639e+02	0	0
144375	2.305000e+00	-4.703489e+01	1.052749e+02	0	0
146328	2.305923e+00	-3.235250e+01	4.995949e+00	0	0
148281	2.306000e+00	-3.528072e+01	-5.979867e+00	0	0
150234	2.305077e+00	-2.688489e+01	-1.606178e+02	0	0
152188	2.305000e+00	-3.482939e+01	-1.398418e+02	0	0
154141	2.305924e+00	-3.481642e+01	-8.781432e+01	0	0
156094	2.306000e+00	-3.292289e+01	9.756782e-02	0	0
158047	2.306000e+00	-4.422483e+01	8.439075e+00	0	0
160000	2.306000e+00	-3.949657e+01	-1.512712e+00	0	0
161953	2.306000e+00	-4.033767e+01	1.718431e+02	0	0
163906	2.306000e+00	-3.885707e+01	1.594164e+02	0	0
165859	2.306000e+00	-3.561968e+01	1.426804e+01	0	0
167813	2.306000e+00	-1.959155e+01	1.457345e+01	0	0
169766	2.306000e+00	-3.480076e+01	-1.584232e+02	0	0
171719	2.306000e+00	-3.551883e+01	-1.736477e+02	0	0
173672	2.306000e+00	-3.555080e+01	-1.301091e+02	0	0
175625	2.306000e+00	-3.325477e+01	2.984770e+00	0	0
177578	2.306000e+00	-3.769642e+01	1.101705e+01	0	0
179531	2.306000e+00	-4.746551e+01	1.185664e-01	0	0
181484	2.306000e+00	-5.568926e+01	1.393724e+02	0	0
183438	2.306000e+00	-5.384767e+01	1.961994e+02	0	0
185391	2.306000e+00	-3.754637e+01	9.900172e+00	0	0
187344	2.306000e+00	-3.419848e+01	-2.657972e+00	0	0
189297	2.306000e+00	-2.924168e+01	-5.277597e+01	0	0
191250	2.306000e+00	-3.986495e+01	-1.960649e+02	0	0
193203	2.306000e+00	-4.657701e+01	-1.286716e+02	0	0
195156	2.306000e+00	-4.707604e+01	-1.883276e+01	0	0
197109	2.306000e+00	-5.377242e+01	-1.127652e+01	0	0
199063	2.306000e+00	-5.483847e+01	-1.418016e+01	0	0
201016	2.306000e+00	-5.460034e+01	9.867869e+01	0	0
202969	2.306000e+00	-4.718784e+01	1.790097e+02	0	0
204922	2.306000e+00	-4.635436e+01	5.006684e+01	0	0
206875	2.306000e+00	-4.241904e+01	-2.114384e+00	0	0
208828	2.306000e+00	-3.696830e+01	-3.158024e+01	0	0
210781	2.306000e+00	-4.231434e+01	-1.694140e+02	0	0
212734	2.306000e+00	-5.096848e+01	-1.161055e+02	0	0
214688	2.306000e+00	-5.213920e+01	-5.302456e+01	0	0
216641	2.306925e+00	-5.270590e+01	1.157970e+00	0	0
218594	2.307000e+00	-6.422602e+01	2.871099e+00	0	0
220547	2.307000e+00	-6.426665e+01	2.132208e+01	0	0
222500	2.307000e+00	-6.243078e+01	1.711660e+02	0	0
224453	2.306075e+00	-4.968160e+01	1.011918e+02	0	0
226406	2.306925e+00	-5.141517e+01	2.490445e-01	0	0
228359	2.307000e+00	-5.672074e+01	3.720920e-01	0	0
230313	2.307000e+00	-6.145476e+01	-1.673781e+02	0	0
232266	2.307000e+00	-7.113735e+01	-1.467476e+02	0	0
234219	2.307000e+00	-7.428991e+01	-7.494000e+01	0	0
236172	2.307000e+00	-7.917910e+01	-5.210571e+00	0	0
238125	2.307000e+00	-7.596675e+01	1.346699e+00	0	0
240078	2.307000e+00	-6.632763e+01	-7.397745e+00	0	0
242031	2.307000e+00	-5.631289e+01	1.658468e+02	0	0
243984	2.307000e+00	-5.349819e+01	1.536154e+02	0	0
245938	2.307000e+00	-5.475344e+01	5.563057e+00	0	0
247891	2.307000e+00	-4.001791e+01	6.220392e+00	0	0
249844	2.307000e+00	-4.952753e+01	-1.653803e+02	0	0
251797	2.307000e+00	-7.594869e+01	-1.688117e+02	0	0
253750	2.307000e+00	-6.795866e+01	-1.255419e+02	0	0
255703	2.307000e+00	-9.254657e+01	-3.984604e+00	0	0
257656	2.307000e+00	-9.629935e+01	4.713113e+00	0	0
259609	2.307000e+00	-9.452688e+01	-5.991906e+00	0	0
261563	2.307000e+00	-8.661614e+01	1.462387e+02	0	0
263516	2.307000e+00	-7.015589e+01	1.901450e+02	0	0
265469	2.307000e+00	-6.127383e+01	8.903382e+00	0	0
267422	2.307000e+00	-4.822373e+01	-1.255576e+00	0	0
